0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
35.14759406,67.72856693,32.58097287
154.4457818,222.9962792,68.5504975
266.0062949,349.5894507,83.58315581
339.6742695,430.1779376,90.50366801
364.25124,456.7538113,92.50257129
336.6070163,426.8518936,90.24487727
260.2787838,343.250735,82.97195126
147.0939474,214.3230187,67.22907139
29.46570458,58.58766834,29.12196376
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
35.05177507,67.57778,32.52600493
154.591846,223.1687756,68.57692961
266.5367978,350.1769658,83.640168
340.6279676,431.2128098,90.58484214
365.6171668,458.2283336,92.61116682
338.3280587,428.7195587,90.39149999
262.2412964,345.4251122,83.18381576
149.0740169,216.6655913,67.59157446
30.76060324,60.70636378,29.94576054
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
