0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
2.146052329,4.302986992,2.156934663
81.10670732,133.2604901,52.15378276
189.0084109,263.7619171,74.75350624
270.8707641,355.7212214,84.85045722
310.0006252,398.691708,88.69108273
300.6412712,388.4569547,87.81568357
244.0903026,325.9983808,81.9080782
149.3766614,217.6502964,68.27363497
41.50243896,77.88073815,36.3782992
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
2.125138884,4.250801461,2.125662576
81.20948843,133.3957905,52.1863021
189.4547617,264.2746283,74.81986654
271.7146483,356.6543425,84.93969427
311.2426333,400.0491364,88.8065031
302.2372118,390.2050569,87.96784503
245.9426089,328.0647778,82.12216891
151.2919965,219.9142848,68.62228821
42.93912123,80.05553579,37.11641456
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
