Year,Month,Day,Hour,GHI,DNI,DIF,AP,RH,WS,WD
2013,01,01,00,0,0,0,905,72.94,1.998,65.39
2013,01,01,01,0,0,0,905,73.53,2.05,51.32
2013,01,01,02,0,0,0,904,74.43,2.684,50.83
2013,01,01,03,0,0,0,903,71.73,2.865,50.82
2013,01,01,04,0,0,0,902,72.8,2.709,62.8
2013,01,01,05,0,0,0,902,73.94,2.426,57.75
2013,01,01,06,0,0,0,901,72.31,2.324,55.49
2013,01,01,07,0,0,0,901,70.76,2.643,45.3
2013,01,01,08,0,0,0,901,69.82,2.86,51.74
2013,01,01,09,0,0,0,901,69.5,2.588,44.21
2013,01,01,10,28.11,84.6,21.13,902,70.61,2.732,44.55
2013,01,01,11,145.3,451.4,64.92,902,66.94,1.983,52.29
2013,01,01,12,279.2,668.5,90.6,902,69.37,1.574,311.1
2013,01,01,13,379.8,730.8,111.7,903,72.38,1.842,325.3
2013,01,01,14,452.7,844,112.4,902,74.79,2.309,270.9
2013,01,01,15,437.1,808,118.1,902,75.61,1.364,245.3
2013,01,01,16,368.5,811,91.7,902,57.49,0.439,13.89
2013,01,01,17,264.1,750,76.39,902,69.37,1.685,223.8
2013,01,01,18,90.6,260.5,53.24,902,73.62,1.269,134.3
2013,01,01,19,6.897,0,6.799,902,78.37,2.005,57.85
2013,01,01,20,0,0,0,902,76.4,0.835,49.02
2013,01,01,21,0,0,0,903,73.27,2.183,39.41
2013,01,01,22,0,0,0,903,66.34,3.221,46.56
2013,01,01,23,0,0,0,903,60.06,3.298,33.77
2013,01,02,00,0,0,0,904,61.74,3.605,15.15
2013,01,02,01,0,0,0,904,64.22,2.155,345.7
2013,01,02,02,0,0,0,904,65.95,2.467,45.45
2013,01,02,03,0,0,0,905,69.2,2.667,358
2013,01,02,04,0,0,0,908,69.9,3.935,359.8
2013,01,02,05,0,0,0,909,66.14,4.792,19.42
2013,01,02,06,0,0,0,909,61.55,4.26,25.83
2013,01,02,07,0,0,0,910,60.29,2.76,41.48
2013,01,02,08,0,0,0,912,62.66,1.676,53.49
2013,01,02,09,0,0,0,914,64.12,2.432,34.24
2013,01,02,10,29.98,74.36,23.9,915,62.07,2.169,43.38
2013,01,02,11,166,526.4,75.19,916,65.71,1.268,71.3
2013,01,02,12,291.3,634.2,109.1,917,59.75,0.938,214.1
2013,01,02,13,346.3,576.3,136.6,918,60.41,0.758,348.9
2013,01,02,14,277,265.8,169.8,918,56.71,0.625,268.6
2013,01,02,15,297.6,233.1,205.3,917,61.47,1.353,292.3
2013,01,02,16,282,192.8,214.2,916,59.16,1.283,306.1
2013,01,02,17,265.8,330.1,187.6,917,60.49,1.329,166.7
2013,01,02,18,111.9,129.6,89.9,917,70.03,1.817,111.6
2013,01,02,19,6.154,0,6.154,916,71.46,2.813,71.99
2013,01,02,20,0,0,0,916,62.75,3.217,78.91
2013,01,02,21,0,0,0,916,56.99,2.915,53.75
2013,01,02,22,0,0,0,916,56.68,3.228,45.66
2013,01,02,23,0,0,0,915,61.18,3.201,42.4
2013,01,03,00,0,0,0,915,61.88,3.03,40.28
2013,01,03,01,0,0,0,914,62.58,2.966,49.46
2013,01,03,02,0,0,0,913,65.03,2.954,54.2
2013,01,03,03,0,0,0,912,64.94,3.122,41.6
2013,01,03,04,0,0,0,912,62.48,3.329,39.75
2013,01,03,05,0,0,0,912,64.56,2.653,47.43
2013,01,03,06,0,0,0,911,63.27,2.902,48.21
2013,01,03,07,0,0,0,911,63.28,3.005,49.31
2013,01,03,08,0,0,0,910,65.08,2.643,45.85
2013,01,03,09,0,0,0,911,68.72,1.957,93.7
2013,01,03,10,27.85,143,17,911,69.19,1.741,45.74
2013,01,03,11,159.4,567.8,63.46,911,66.96,3.22,7.614
2013,01,03,12,309.5,821,73.49,911,63.44,1.882,306.3
2013,01,03,13,400.9,853,87.2,911,62.1,1.514,229.5
2013,01,03,14,445.6,864,95.3,911,56.51,1.295,144
2013,01,03,15,437,860,94.7,910,55.61,1.235,140.2
2013,01,03,16,375.3,833,87.1,909,48.44,0.736,164.5
2013,01,03,17,265.8,756.4,74.07,909,52.61,1.065,181.2
2013,01,03,18,115.3,483.3,49.48,909,52.37,0.464,144.7
2013,01,03,19,6.008,0,5.839,909,69.77,2.114,78.09
2013,01,03,20,0,0,0,909,71.29,2.396,63.89
2013,01,03,21,0,0,0,910,67.79,2.753,50.64
2013,01,03,22,0,0,0,909,68.65,2.5,55.46
2013,01,03,23,0,0,0,909,67.72,2.888,47.09
2013,01,04,00,0,0,0,908,65.73,3.078,56.46
2013,01,04,01,0,0,0,908,66.4,1.989,54.43
2013,01,04,02,0,0,0,908,68.24,1.542,46.02
2013,01,04,03,0,0,0,907,67.51,2.916,60.04
2013,01,04,04,0,0,0,907,72.39,3.454,78.06
2013,01,04,05,0,0,0,907,71.48,2.71,72.84
2013,01,04,06,0,0,0,907,68.45,2.816,58.4
2013,01,04,07,0,0,0,907,69.04,2.983,46.24
2013,01,04,08,0,0,0,907,68.08,2.969,47.48
2013,01,04,09,0,0,0,907,67.74,2.718,54.03
2013,01,04,10,27.55,60.91,23.29,908,66.38,2.824,50.59
2013,01,04,11,107.4,111.3,85.6,908,64.47,2.562,56.36
2013,01,04,12,268.6,466.1,132.7,908,62.44,1.308,138.9
2013,01,04,13,349.9,501.1,164.7,908,59.2,0.645,10.35
2013,01,04,14,454.6,754.4,147.2,908,57.49,0.953,217.3
2013,01,04,15,447.9,815,121.9,907,51.92,0.349,16.79
2013,01,04,16,376.6,771.7,108.2,907,49.42,0.972,239.8
2013,01,04,17,259.5,630.9,98.4,907,52.9,0.713,202.6
2013,01,04,18,82.6,185.8,52.5,907,62.03,1.089,132.4
2013,01,04,19,6.208,0,6.204,908,69.22,1.917,64.04
2013,01,04,20,0,0,0,908,70.45,2.311,48.7
2013,01,04,21,0,0,0,908,70.04,2.71,46.64
2013,01,04,22,0,0,0,909,67.59,2.992,45.93
2013,01,04,23,0,0,0,908,67.11,2.731,43.29
2013,01,05,00,0,0,0,908,66.68,2.599,51.75
2013,01,05,01,0,0,0,908,67.62,2.591,50.89
2013,01,05,02,0,0,0,908,68.91,2.471,52.13
2013,01,05,03,0,0,0,908,71.28,2.585,71.5
2013,01,05,04,0,0,0,908,70.44,2.757,53.64
2013,01,05,05,0,0,0,908,69.81,2.677,49.62
2013,01,05,06,0,0,0,908,71.76,2.821,68.57
2013,01,05,07,0,0,0,908,70.45,2.431,52.96
2013,01,05,08,0,0,0,908,70.14,3.06,58.72
2013,01,05,09,0,0,0,909,70.54,2.746,51.61
2013,01,05,10,31.18,65.85,26.14,909,69.38,2.214,54.25
2013,01,05,11,125.6,136.8,106.5,909,69.33,1.975,89.1
2013,01,05,12,285.5,302.4,192.3,909,68.63,3.167,93
2013,01,05,13,341.7,242.7,250.3,908,64.93,2.927,113.8
2013,01,05,14,379.8,374.3,226.3,908,63.12,1.514,191.3
2013,01,05,15,381.9,292,265.4,907,60.63,1.364,104.4
2013,01,05,16,409.3,624.3,193.1,907,52.26,1.4,142.3
2013,01,05,17,263.1,667.9,90.5,907,58.04,1.435,205.6
2013,01,05,18,115.6,411.6,57.09,907,66.53,1.072,0.371
2013,01,05,19,6.75,0,6.604,908,73.59,2.017,48.3
2013,01,05,20,0,0,0,908,72.09,2.952,62.2
2013,01,05,21,0,0,0,908,71.63,2.482,54.33
2013,01,05,22,0,0,0,908,70.62,3.039,49.63
2013,01,05,23,0,0,0,909,70.46,2.819,56
2013,01,06,00,0,0,0,909,72.17,2.268,59.65
2013,01,06,01,0,0,0,909,72.04,2.347,50.6
2013,01,06,02,0,0,0,908,71.99,2.726,45.05
2013,01,06,03,0,0,0,908,72.52,2.708,57.38
2013,01,06,04,0,0,0,908,73.59,2.768,70.41
2013,01,06,05,0,0,0,908,74.69,3.208,76.81
2013,01,06,06,0,0,0,908,74.15,3.729,67.58
2013,01,06,07,0,0,0,908,72.82,2.627,55.2
2013,01,06,08,0,0,0,909,72.55,2.802,58.29
2013,01,06,09,0,0,0,909,71.55,2.738,59.52
2013,01,06,10,13.6,12.24,12.45,909,72.02,2.197,47.15
2013,01,06,11,153.7,438.7,75.44,909,71.61,2.062,60.94
2013,01,06,12,295.7,644.9,107.9,909,63.4,0.771,158.5
2013,01,06,13,395.5,747.9,117.4,909,65.59,1.32,119.7
2013,01,06,14,443.8,777.5,124.6,908,64.78,1.248,169.6
2013,01,06,15,435.5,768.4,124.9,908,67.57,1.531,203.7
2013,01,06,16,360.1,688.5,116.9,907,70.88,1.751,126
2013,01,06,17,266.2,667.5,91.8,907,67.06,1.513,164.4
2013,01,06,18,117.3,397.5,59.15,907,71.13,1.666,126.7
2013,01,06,19,7.42,0,7.293,907,78.96,2.349,73.45
2013,01,06,20,0,0,0,907,78.55,2.298,47.25
2013,01,06,21,0,0,0,907,75.39,2.649,57.81
2013,01,06,22,0,0,0,907,71.1,2.772,51.4
2013,01,06,23,0,0,0,907,72.96,2.931,46.98
2013,01,07,00,0,0,0,907,74.42,2.304,76.28
2013,01,07,01,0,0,0,907,70.04,2.499,58.9
2013,01,07,02,0,0,0,906,71.94,2.722,56.43
2013,01,07,03,0,0,0,906,72.87,3.178,64.8
2013,01,07,04,0,0,0,906,72.92,2.83,61.07
2013,01,07,05,0,0,0,907,73.94,2.538,61.02
2013,01,07,06,0,0,0,907,73.42,2.479,48.73
2013,01,07,07,0,0,0,907,73.5,2.227,46.85
2013,01,07,08,0,0,0,907,74.74,2.206,61.4
2013,01,07,09,0,0,0,908,75.41,2.168,52.61
2013,01,07,10,22.6,58.47,17.65,909,76.36,2.365,57.74
2013,01,07,11,157.3,480.8,71.87,909,74.48,1.997,57.71
2013,01,07,12,295.9,654.9,104.8,910,73.02,1.702,85.3
2013,01,07,13,393.5,718.7,125.4,910,68.28,1.508,125.8
2013,01,07,14,437.5,726.6,137.8,910,67.67,1.532,153.7
2013,01,07,15,435.3,748.9,131,909,57.07,0.426,212.2
2013,01,07,16,374.8,723.7,117.5,909,62.06,1.256,225.1
2013,01,07,17,265.1,628.5,99,909,65.81,1.08,172.1
2013,01,07,18,108.6,323,58.9,909,70.76,1.769,129.1
2013,01,07,19,8.08,0,8.07,910,77.82,3.075,74.12
2013,01,07,20,0,0,0,910,76.48,3.166,69.27
2013,01,07,21,0,0,0,910,76.93,2.79,71.29
2013,01,07,22,0,0,0,911,74.78,3.043,64.59
2013,01,07,23,0,0,0,911,73.84,2.749,46.45
2013,01,08,00,0,0,0,911,73.08,2.82,49.46
2013,01,08,01,0,0,0,911,73.57,3.184,53.66
2013,01,08,02,0,0,0,911,73.25,3.045,52.17
2013,01,08,03,0,0,0,911,72.58,3.236,47.32
2013,01,08,04,0,0,0,911,72.54,2.9,53.19
2013,01,08,05,0,0,0,911,72.57,2.981,52.48
2013,01,08,06,0,0,0,911,72.84,2.931,50.27
2013,01,08,07,0,0,0,911,72.81,2.937,50.84
2013,01,08,08,0,0,0,911,72.92,3.108,47.04
2013,01,08,09,0,0,0,911,73.47,2.426,46.22
2013,01,08,10,22.99,61.09,17.86,911,73.46,2.798,52.95
2013,01,08,11,159.6,496.7,70.9,911,70.81,2.537,58.94
2013,01,08,12,299.7,687.1,98.3,911,66.76,1.665,53.4
2013,01,08,13,400.2,769.5,111.8,911,63.86,0.809,221
2013,01,08,14,448.2,791.9,120,910,60.06,0.798,200.8
2013,01,08,15,443.6,793.7,119.2,910,63.83,1.158,261.4
2013,01,08,16,385.1,762.4,112.2,909,63.07,1.136,282.7
2013,01,08,17,280.5,703.7,93.8,909,56.87,0.586,251.9
2013,01,08,18,129.4,505,54.99,908,61.43,0.759,217.1
2013,01,08,19,8.49,6.198,8.12,909,78.14,1.885,17.65
2013,01,08,20,0,0,0,908,78.82,2.075,47.77
2013,01,08,21,0,0,0,908,78.42,2.184,34.99
2013,01,08,22,0,0,0,908,76.54,2.192,47.83
2013,01,08,23,0,0,0,908,73.89,2.735,51.85
2013,01,09,00,0,0,0,907,73.86,2.432,51.2
2013,01,09,01,0,0,0,907,74.11,2.516,45.77
2013,01,09,02,0,0,0,907,75.63,2.1,38.25
2013,01,09,03,0,0,0,906,77.89,1.857,25.11
2013,01,09,04,0,0,0,906,77.99,1.992,41.69
2013,01,09,05,0,0,0,906,77.67,2.09,42.88
2013,01,09,06,0,0,0,906,78.09,1.919,33.19
2013,01,09,07,0,0,0,906,79.2,1.506,54.23
2013,01,09,08,0,0,0,906,82,1.909,46.99
2013,01,09,09,0,0,0,906,79.46,2.451,46.8
2013,01,09,10,23.55,64.33,18.23,907,76.48,2.527,55.08
2013,01,09,11,154.3,434.1,77.75,907,78.11,1.206,92.7
2013,01,09,12,292.3,595,116.2,908,77.02,0.896,34.85
2013,01,09,13,394.8,696.4,132.4,908,64.42,0.474,20.06
2013,01,09,14,441.4,733.8,135.8,907,60.59,0.972,291.2
2013,01,09,15,436.5,729.6,136.6,906,74.2,1.825,210.9
2013,01,09,16,376.3,691.9,126.4,906,66.58,0.865,268
2013,01,09,17,262.3,569.1,109.3,906,72.33,1.846,120.6
2013,01,09,18,115.4,282.7,69.42,906,77.3,1.632,83.9
2013,01,09,19,12.22,0,12.22,906,81.4,1.187,72.06
2013,01,09,20,0,0,0,906,82,2.034,56.61
2013,01,09,21,0,0,0,907,78.56,2.931,56.98
2013,01,09,22,0,0,0,907,77.1,2.11,70.13
2013,01,09,23,0,0,0,907,78.71,1.489,111.1
2013,01,10,00,0,0,0,907,79.68,1.256,56.38
2013,01,10,01,0,0,0,907,80.5,1.436,52.63
2013,01,10,02,0,0,0,907,79.14,2.316,61.14
2013,01,10,03,0,0,0,907,78.38,1.856,95.6
2013,01,10,04,0,0,0,907,79.79,1.525,140.3
2013,01,10,05,0,0,0,907,80.8,0.901,50.31
2013,01,10,06,0,0,0,907,79.82,2.287,61.85
2013,01,10,07,0,0,0,908,81.8,2.067,63.35
2013,01,10,08,0,0,0,908,82,1.99,68.52
2013,01,10,09,0,0,0,909,82.2,2.718,64.43
2013,01,10,10,19.31,10.43,18.34,909,79.52,2.398,57.94
2013,01,10,11,136.5,242.1,91.3,909,77.1,1.925,53.45
2013,01,10,12,274.4,432.4,146.4,910,76.3,2.281,115.1
2013,01,10,13,367.3,470.1,189.3,910,77.11,2.944,115.8
2013,01,10,14,423.1,535.4,198.8,910,72.57,2.784,134.2
2013,01,10,15,420.5,558.3,189.5,910,66.79,1.803,127.6
2013,01,10,16,361,531.9,167.5,910,63.93,1.727,124.5
2013,01,10,17,252.9,445.7,131.1,910,63.75,1.727,121.3
2013,01,10,18,113,234.6,75.02,910,74.24,1.927,98.3
2013,01,10,19,9.63,0,9.55,910,77.78,2.589,69.44
2013,01,10,20,0,0,0,910,77.52,2.853,56.94
2013,01,10,21,0,0,0,910,77.27,2.65,66.88
2013,01,10,22,0,0,0,910,77.57,2.858,41.93
2013,01,10,23,0,0,0,909,78.33,2.687,51.76
2013,01,11,00,0,0,0,909,78.14,2.751,49.22
2013,01,11,01,0,0,0,908,77.76,2.86,47.36
2013,01,11,02,0,0,0,908,76.59,2.758,45.72
2013,01,11,03,0,0,0,907,77.34,2.475,50.4
2013,01,11,04,0,0,0,907,77.75,2.638,47.11
2013,01,11,05,0,0,0,907,77.62,2.303,42.51
2013,01,11,06,0,0,0,906,75.86,2.405,44.97
2013,01,11,07,0,0,0,906,75.29,1.93,36.31
2013,01,11,08,0,0,0,906,78.83,1.562,34.49
2013,01,11,09,0,0,0,906,80.8,1.878,31.91
2013,01,11,10,25.11,25.73,22.75,907,82.4,1.441,22.59
2013,01,11,11,141.7,296.6,86.8,907,81.2,0.655,47.14
2013,01,11,12,283.8,511.3,131.6,907,74.64,0.847,127.9
2013,01,11,13,404.4,673.7,148.1,907,78.21,1.154,83.1
2013,01,11,14,450.5,690.7,159.8,907,72.61,1.035,229.2
2013,01,11,15,451.8,686.2,166.4,906,73.17,1.177,250.7
2013,01,11,16,393.7,699.7,137.5,906,74.18,1.384,289.1
2013,01,11,17,278.1,614.5,108.4,905,69.93,1.182,260
2013,01,11,18,129.7,442,60.89,905,76.21,1.93,124.8
2013,01,11,19,11.05,8.99,10.45,905,81,0.49,72.98
2013,01,11,20,0,0,0,905,84.5,2.051,72.53
2013,01,11,21,0,0,0,905,82.7,1.614,59.43
2013,01,11,22,0,0,0,905,81,1.534,45.31
2013,01,11,23,0,0,0,905,81.8,1.485,43.58
2013,01,12,00,0,0,0,904,82.1,2.226,35.89
2013,01,12,01,0,0,0,904,81,2.671,85.4
2013,01,12,02,0,0,0,904,85.2,1.583,83.5
2013,01,12,03,0,0,0,904,85.6,3.509,65.41
2013,01,12,04,0,0,0,904,84.1,3.114,67.08
2013,01,12,05,0,0,0,904,84,3.549,63.62
2013,01,12,06,0,0,0,903,82.2,2.746,58.63
2013,01,12,07,0,0,0,902,82.7,2.678,63.11
2013,01,12,08,0,0,0,902,82.6,2.995,64.44
2013,01,12,09,0,0,0,903,82.8,2.192,58.77
2013,01,12,10,21.41,46.21,17.29,902,85.2,2.704,75.55
2013,01,12,11,161.5,515.3,67.16,901,82,3.016,69.92
2013,01,12,12,289.3,623.3,103.6,901,79.99,2.539,79.32
2013,01,12,13,401.2,700.2,133.3,901,72.06,1.482,100.8
2013,01,12,14,456.8,771.4,130,900,70.79,1.619,283.3
2013,01,12,15,450.4,772.7,126.7,899,73.47,1.831,321.3
2013,01,12,16,392.3,777.1,105.2,898,60.77,1.198,180.2
2013,01,12,17,284,701.9,88.7,898,71.97,1.362,3.304
2013,01,12,18,138.8,526.5,56.4,897,72.21,1.552,29.6
2013,01,12,19,11.89,31.26,9.8,897,75.12,1.541,52.49
2013,01,12,20,0,0,0,896,76.83,2.38,57.2
2013,01,12,21,0,0,0,896,75.24,1.757,40.86
2013,01,12,22,0,0,0,896,81.1,1.653,83.6
2013,01,12,23,0,0,0,895,82.5,2.579,59.31
2013,01,13,00,0,0,0,894,78.99,2.469,77.67
2013,01,13,01,0,0,0,894,82.5,1.439,48.81
2013,01,13,02,0,0,0,895,85.9,0.893,20.81
2013,01,13,03,0,0,0,895,86,1.958,39.57
2013,01,13,04,0,0,0,896,71.58,2.345,31.58
2013,01,13,05,0,0,0,896,71.38,1.396,37.28
2013,01,13,06,0,0,0,897,80.1,1.896,207.6
2013,01,13,07,0,0,0,899,86.1,1.973,88.6
2013,01,13,08,0,0,0,899,84.9,3.578,79.48
2013,01,13,09,0,0,0,901,86.1,4.755,135.5
2013,01,13,10,15.71,0,15.7,905,85.9,4,102.5
2013,01,13,11,83.8,0,83.8,905,85.7,3.323,69.05
2013,01,13,12,234.8,100.9,201.9,905,76.79,3.506,70.35
2013,01,13,13,338.1,161,277.4,906,80.1,4.994,120.4
2013,01,13,14,311.9,79.46,278.3,906,74.48,4.534,112.2
2013,01,13,15,302.8,20.73,294.1,906,72.19,4.772,111.8
2013,01,13,16,226.3,0,226.3,906,71.86,2.294,70.59
2013,01,13,17,165.3,0,165.3,906,73.3,1.944,46.25
2013,01,13,18,68.84,0,68.84,907,72.91,3.205,25.6
2013,01,13,19,7.082,0,7.082,907,71.5,2.512,27.8
2013,01,13,20,0,0,0,907,69.36,2.895,24.88
2013,01,13,21,0,0,0,908,66.07,2.167,34.73
2013,01,13,22,0,0,0,908,66.03,2.439,37.96
2013,01,13,23,0,0,0,908,68.62,2.404,57.85
2013,01,14,00,0,0,0,908,67.93,1.794,59.17
2013,01,14,01,0,0,0,908,68.6,2.3,49.42
2013,01,14,02,0,0,0,908,71.48,2.018,54.35
2013,01,14,03,0,0,0,908,76.82,0.901,97.7
2013,01,14,04,0,0,0,908,80.5,1.761,94.6
2013,01,14,05,0,0,0,908,85.1,2.812,102.4
2013,01,14,06,0,0,0,909,85.2,4.417,96.4
2013,01,14,07,0,0,0,908,84.7,4.239,96.9
2013,01,14,08,0,0,0,908,84.5,4.15,101.8
2013,01,14,09,0,0,0,909,83.3,3.828,78.17
2013,01,14,10,20.18,0,19.85,909,82.5,3.48,78.56
2013,01,14,11,143.8,244.1,96.8,909,80.1,3.291,70.9
2013,01,14,12,284.5,440.6,150.7,909,77.43,2.528,89.5
2013,01,14,13,387.1,538.9,178.4,909,72.89,3.323,121.6
2013,01,14,14,441.2,601.2,183.5,909,69.47,2.836,118.6
2013,01,14,15,440.8,642.7,167.8,908,66.6,2.878,124.9
2013,01,14,16,379.6,589.3,157.6,908,66.09,2.543,143
2013,01,14,17,264.8,454,134.9,908,68.36,2.454,109.4
2013,01,14,18,125.5,266.2,80.2,908,68.6,1.871,67.64
2013,01,14,19,12.5,0,12.23,908,73.37,2.213,70.6
2013,01,14,20,0,0,0,908,74.46,3.383,71.28
2013,01,14,21,0,0,0,908,70.51,2.67,51.17
2013,01,14,22,0,0,0,908,72.01,2.604,50.42
2013,01,14,23,0,0,0,907,70.6,2.786,49.29
2013,01,15,00,0,0,0,907,71.58,2.867,59.95
2013,01,15,01,0,0,0,907,69.59,2.43,47.9
2013,01,15,02,0,0,0,907,72.93,2.362,57.74
2013,01,15,03,0,0,0,906,71.67,2.574,49.03
2013,01,15,04,0,0,0,906,69.71,2.86,45.69
2013,01,15,05,0,0,0,906,68.93,2.946,52.13
2013,01,15,06,0,0,0,906,69.02,2.548,53.47
2013,01,15,07,0,0,0,906,72.55,2.137,82.6
2013,01,15,08,0,0,0,906,74.2,1.849,45.74
2013,01,15,09,0,0,0,906,74.75,2.713,69.09
2013,01,15,10,26.04,72.75,19.45,907,79.4,3.05,81.3
2013,01,15,11,165.4,508.4,70.33,907,77.43,2.325,75
2013,01,15,12,305,670.3,100.7,908,71.47,1.717,67.09
2013,01,15,13,406.3,749.7,114.4,907,66.2,1.231,110.4
2013,01,15,14,457.5,783.4,119.6,907,59.7,1.131,149.4
2013,01,15,15,455.5,798.6,113.9,907,55.77,0.795,169.2
2013,01,15,16,398,782.4,101.5,906,57.35,0.696,284.8
2013,01,15,17,291.9,715.3,85.7,907,70.91,1.344,265.2
2013,01,15,18,148.3,534.9,59.57,907,72.8,0.729,51.63
2013,01,15,19,17.26,46.42,13.8,908,80.9,1.059,40.82
2013,01,15,20,0,0,0,908,80.7,1.627,38.79
2013,01,15,21,0,0,0,908,76.25,2.18,78.29
2013,01,15,22,0,0,0,908,81,2.838,72.95
2013,01,15,23,0,0,0,908,73.36,3.255,49.66
2013,01,16,00,0,0,0,908,71.26,2.585,56.54
2013,01,16,01,0,0,0,908,75.37,2.754,65.1
2013,01,16,02,0,0,0,908,74.76,2.856,63.55
2013,01,16,03,0,0,0,907,72.58,3.072,61.63
2013,01,16,04,0,0,0,907,74.39,3.013,61.17
2013,01,16,05,0,0,0,907,75.22,2.243,54.49
2013,01,16,06,0,0,0,907,78.47,2.789,65.3
2013,01,16,07,0,0,0,907,77.81,2.583,54.38
2013,01,16,08,0,0,0,907,74.13,2.521,55.96
2013,01,16,09,0,0,0,907,75.53,2.803,61.34
2013,01,16,10,36,118.1,26.03,907,74.59,2.944,53.41
2013,01,16,11,170.8,467.7,84.8,908,69.4,2.553,50.09
2013,01,16,12,306.7,589.5,125.6,908,67.49,1.922,62.79
2013,01,16,13,421.6,648.4,168.2,908,66.69,1.42,183.1
2013,01,16,14,472.4,628.8,199.4,907,73.38,2.071,268.8
2013,01,16,15,444.1,545.4,208.8,907,69.93,1.407,27.6
2013,01,16,16,324.2,289.3,211.8,907,68.49,1.578,256.6
2013,01,16,17,191.3,15.57,186.5,907,80.2,1.666,327
2013,01,16,18,200.6,591.3,103.8,907,68.04,0.792,331.8
2013,01,16,19,22.67,88.5,16.26,908,79.56,0.764,92.6
2013,01,16,20,0,0,0,908,86.2,1.502,46.19
2013,01,16,21,0,0,0,909,82.5,1.704,41.23
2013,01,16,22,0,0,0,910,82.5,2.161,30.18
2013,01,16,23,0,0,0,910,81.1,2.153,53.45
2013,01,17,00,0,0,0,910,80.5,2.083,33.42
2013,01,17,01,0,0,0,909,76.45,2.09,55.67
2013,01,17,02,0,0,0,910,81.7,1.935,84.5
2013,01,17,03,0,0,0,910,85.9,2.827,78.45
2013,01,17,04,0,0,0,910,87,2.779,83.7
2013,01,17,05,0,0,0,910,88.1,3.444,78.11
2013,01,17,06,0,0,0,910,87.6,3.328,73.36
2013,01,17,07,0,0,0,909,85.4,3.247,68.11
2013,01,17,08,0,0,0,909,82.7,2.192,58.55
2013,01,17,09,0,0,0,909,83.5,2.291,53.04
2013,01,17,10,22.92,35.24,19.46,910,80.8,2.761,42.54
2013,01,17,11,166.2,455.7,78.16,911,77.41,2.462,48.41
2013,01,17,12,305.7,641.3,107.2,911,71.59,2.168,31.48
2013,01,17,13,400.7,670.1,135.8,911,69.82,1.815,352.3
2013,01,17,14,423,550.4,183,910,67.24,1.899,259.1
2013,01,17,15,408.6,522.1,181.6,909,65.44,1.98,271.8
2013,01,17,16,377.9,492.1,188.3,909,65.69,2.056,313.5
2013,01,17,17,296.5,417.7,172.1,909,67.97,2.483,333
2013,01,17,18,180.8,372.3,115.8,909,62.29,0.88,4.956
2013,01,17,19,16.13,0,16.13,909,77.61,2.699,353.1
2013,01,17,20,0,0,0,910,70.31,2.36,42.22
2013,01,17,21,0,0,0,910,67.71,2.661,37.68
2013,01,17,22,0,0,0,910,68.4,2.13,51.64
2013,01,17,23,0,0,0,910,70.94,2.497,40.23
2013,01,18,00,0,0,0,909,68.84,3.259,52.39
2013,01,18,01,0,0,0,908,69.23,2.297,63.71
2013,01,18,02,0,0,0,908,70.57,1.429,45.81
2013,01,18,03,0,0,0,908,73.58,2.295,67.44
2013,01,18,04,0,0,0,907,70.26,2.521,53.7
2013,01,18,05,0,0,0,907,73.41,2.668,71.38
2013,01,18,06,0,0,0,908,73.86,2.728,69.25
2013,01,18,07,0,0,0,907,74.76,2.327,36.11
2013,01,18,08,0,0,0,907,69.96,1.953,38.95
2013,01,18,09,0,0,0,907,71.42,2.282,56.6
2013,01,18,10,29.56,9.29,28.78,908,70.54,2.217,59.66
2013,01,18,11,116.8,36.98,109.1,908,69.93,2.068,30.05
2013,01,18,12,221.4,64.01,201.7,908,76.32,2.287,139.8
2013,01,18,13,289.1,59.91,264.8,908,75.58,2.165,51.61
2013,01,18,14,390.1,138.1,329.3,906,69.25,1.519,192.3
2013,01,18,15,351.6,90.4,311.8,907,67.33,0.934,72.71
2013,01,18,16,307.4,30.9,295.4,905,64.83,1.97,354.4
2013,01,18,17,190.4,0,190.3,904,71.28,2.684,296.8
2013,01,18,18,83.3,0,83.3,904,73.9,0.778,230.4
2013,01,18,19,25.57,0,25.56,904,74.32,1.764,38.42
2013,01,18,20,0,0,0,905,75.53,2.192,37.91
2013,01,18,21,0,0,0,905,75.96,2.529,29.71
2013,01,18,22,0,0,0,906,74.91,2.853,28.02
2013,01,18,23,0,0,0,905,73.89,2.755,33.08
2013,01,19,00,0,0,0,904,70.45,2.179,40.48
2013,01,19,01,0,0,0,904,75.87,2.227,86
2013,01,19,02,0,0,0,904,79.98,1.838,101.3
2013,01,19,03,0,0,0,905,81.2,2.174,72.95
2013,01,19,04,0,0,0,905,78.92,2.23,45.75
2013,01,19,05,0,0,0,904,75.48,2.084,40.34
2013,01,19,06,0,0,0,904,75.89,1.708,27.32
2013,01,19,07,0,0,0,904,76.71,2.309,52.6
2013,01,19,08,0,0,0,903,76.13,2.118,44.93
2013,01,19,09,0,0,0,904,79.46,2.163,67.01
2013,01,19,10,17.33,0,17.32,904,76.5,2.097,41.59
2013,01,19,11,96,0,96,905,75.11,1.916,51.63
2013,01,19,12,195.4,8.03,192.9,905,70.47,1.355,49.88
2013,01,19,13,278.5,17.05,271.3,906,69.54,1.522,193.2
2013,01,19,14,317.9,69.14,287.1,905,68.08,0.597,45.88
2013,01,19,15,321.1,95.6,278.9,905,68.15,1.039,317
