0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
50.29798935,88.46135197,38.16336262
256.5022483,335.1991633,78.69691506
484.4962971,580.7185414,96.22224429
692.0114475,798.649331,106.6378835
857.3889834,970.6794286,113.2904452
966.0487092,1083.225488,117.1767788
1008.986438,1127.622345,118.635907
982.7549612,1100.503282,117.7483212
889.4481316,1003.918422,114.4702901
736.7315011,845.2758884,108.5443872
537.7922694,636.9993366,99.20706719
312.1989639,396.221575,84.02261117
93.60423415,146.1186928,52.51445867
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
48.73980485,86.23240837,37.49260352
254.4108636,332.8881668,78.47730312
482.5581376,578.6678492,96.1097116
690.4358422,797.0062644,106.5704221
856.2868429,969.5376911,113.2508482
965.474893,1082.633488,117.1585948
1008.948222,1127.58438,118.6361583
983.2153946,1100.980947,117.7655521
890.330527,1004.834395,114.503868
737.9235292,846.5189598,108.5954306
539.1502873,638.4313565,99.2810692
313.5424992,397.6832645,84.1407653
94.62925912,147.4120377,52.78277861
0,0,0
0,0,0
0,0,0
0,0,0
