0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
11.96947089,26.92092877,14.95145787
119.1992391,180.8959571,61.69671805
237.366728,317.8815973,80.51486924
323.1348788,412.3499488,89.21507
362.0207534,454.484838,92.46408466
348.9258369,440.3334951,91.40765816
285.5005459,371.2038044,85.70325855
180.8369402,253.8080599,72.97111967
58.49264027,102.2890275,43.79638719
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
11.88269519,26.74308512,14.86038994
119.2551452,180.9649503,61.70980518
237.7834628,318.3483434,80.5648806
323.9693184,413.2589608,89.28964241
363.2747795,455.8393606,92.56458112
350.5555694,442.0978451,91.54227573
287.4103397,373.3030555,85.89271582
182.8455385,256.1213932,73.27585467
60.12716206,104.5726384,44.44547629
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
