0,  ,Likana,-4,-22.731704,-68.592831,2872,,,,
Year,Month,Day,Hour,GHI,DNI ,DIF,AP,RH ,WS ,WD
2047,1,1,0,0,0,0,718.053,63.46,3.02,105
2047,1,1,1,0,0,0,718.053,63.46,3.02,105
2047,1,1,2,0,0,0,718.032,63.27,2.98,106.2
2047,1,1,3,0,0,0,718.06,62.96,3.05,104
2047,1,1,4,0,0,0,718.132,62.63,3.07,101.9
2047,1,1,5,0,0,0,718.265,62.08,3.04,100.1
2047,1,1,6,0,0,0,718.447,60.38,2.85,97.3
2047,1,1,7,118.59,677.81,33.69,718.551,53.46,2.11,72
2047,1,1,8,375.77,955.34,47.01,718.57,46.45,1.69,24.8
2047,1,1,9,631.19,1036.03,60.23,718.551,41.36,2.71,319.6
2047,1,1,10,860.65,1089.14,64.41,718.491,36.92,3.29,286
2047,1,1,11,1050.7,1126.91,68.43,718.352,34.75,4.05,268.6
2047,1,1,12,1167.2,1134.73,74.23,718.199,34.43,5.38,261.3
2047,1,1,13,1201.31,1123.05,80.96,718.22,36,7.05,254.4
2047,1,1,14,1162.07,1095.95,90.16,718.253,36.63,8.67,247.4
2047,1,1,15,1077.8,1096.4,90.66,718.385,35.12,9.25,247.6
2047,1,1,16,899.81,1053.49,86.9,718.515,33.93,9.64,253.9
2047,1,1,17,679.07,995.78,80.86,718.492,34.29,10.28,259.6
2047,1,1,18,440.64,928.95,69.65,718.613,37.42,10.88,261.1
2047,1,1,19,167.9,533.93,70.89,718.356,45.48,9.08,252.9
2047,1,1,20,11.49,0,11.49,717.947,55.72,5.56,229.9
2047,1,1,21,0,0,0,717.768,61.43,3.36,202.1
2047,1,1,22,0,0,0,717.524,63.05,2.46,55.7
2047,1,1,23,0,0,0,717.237,63.29,3.19,91.9
2047,1,1,0,0,0,0,716.936,62.5,3.67,96.6
2047,1,2,1,0,0,0,716.709,61.13,3.85,106.4
2047,1,2,2,0,0,0,716.552,59.42,4.21,112.1
2047,1,2,3,0,0,0,716.493,57.38,4.37,111.2
2047,1,2,4,0,0,0,716.596,55.32,4.19,106.9
2047,1,2,5,0,0,0,716.877,53.34,4.02,102.1
2047,1,2,6,0,0,0,717.182,51.37,3.85,99.2
2047,1,2,7,111.95,613.68,36.46,717.398,39.12,2.9,89.6
2047,1,2,8,364.46,903.95,55.27,717.524,30.82,1.35,56.2
2047,1,2,9,618.46,1002,68.06,717.556,26.43,1.39,3.1
2047,1,2,10,847.01,1053.36,78.43,717.442,19.6,2.06,235.5
2047,1,2,11,1038.81,1104.07,77.57,717.153,16.43,2.83,239
2047,1,2,12,1157.36,1118.06,81.04,716.876,17.16,4.06,248.2
2047,1,2,13,1193.27,1111.83,84.13,716.784,21.73,6.15,259.1
2047,1,2,14,1156.41,1090.14,89.77,716.899,27.7,9.25,261.4
2047,1,2,15,1075.39,1092.18,91.23,717.055,31.79,11.19,258.3
2047,1,2,16,898.49,1049.17,87.82,717.144,32.84,11.1,258.4
2047,1,2,17,678.46,991.24,81.76,717.229,33.11,10.65,262.5
2047,1,2,18,441.27,925.08,70.64,717.319,35.5,10.24,262.3
2047,1,2,19,182.51,699.04,54.65,717.419,42.2,9.32,249.8
2047,1,2,20,12.3,0,12.3,717.499,52.05,6.94,225.4
2047,1,2,21,0,0,0,717.454,58.29,4.23,188.5
2047,1,2,22,0,0,0,717.303,59.75,2.77,88.4
2047,1,2,23,0,0,0,717.121,60.3,2.62,100.9
2047,1,2,0,0,0,0,717.004,60.37,2.91,102
2047,1,3,1,0,0,0,717.024,60.22,2.78,102.8
2047,1,3,2,0,0,0,717.089,60.07,2.71,101.2
2047,1,3,3,0,0,0,717.224,59.93,2.76,96.1
2047,1,3,4,0,0,0,717.468,59.71,2.85,89.8
2047,1,3,5,0,0,0,717.767,59.17,2.96,85.9
2047,1,3,6,0,0,0,718.057,57.62,2.94,85.6
2047,1,3,7,108.97,620.19,34.08,718.272,49.64,2.09,72
2047,1,3,8,360.26,895.5,55.86,718.408,42.59,1.25,44.5
2047,1,3,9,614.27,1000.94,66.27,718.4,36.51,2.04,255.2
2047,1,3,10,842.21,1053.57,75,718.219,29.61,2.83,233.9
2047,1,3,11,1034.16,1100.81,76.84,717.941,25.8,3.57,236
2047,1,3,12,1153.4,1114.67,80.93,717.676,24.29,4.81,241.6
2047,1,3,13,1189.67,1107.57,84.82,717.569,25.05,6.68,244.8
2047,1,3,14,1153.83,1087.6,89.27,717.616,26.25,9.44,246.1
2047,1,3,15,1074.86,1092.31,89.77,717.67,26.28,11.2,247.4
2047,1,3,16,898.34,1048.07,87.45,717.66,25.41,10.97,251.7
2047,1,3,17,679.92,994.56,80.05,717.648,25.9,10.45,257.4
2047,1,3,18,444.17,932.1,69.58,717.715,29.61,10.04,258.9
2047,1,3,19,185.94,718.27,53.74,717.798,37.66,9.07,252.8
2047,1,3,20,12.88,0,12.88,717.851,48.34,6.89,239.3
2047,1,3,21,0,0,0,717.912,54.77,4.31,219.5
2047,1,3,22,0,0,0,717.916,55.93,3.26,38.8
2047,1,3,23,0,0,0,717.835,56.16,3.69,71.9
2047,1,3,0,0,0,0,717.731,55.82,3.86,82.7
2047,1,4,1,0,0,0,717.674,55.04,3.53,95.1
2047,1,4,2,0,0,0,717.658,54.17,3.56,102.8
2047,1,4,3,0,0,0,717.63,53.33,3.83,104.5
2047,1,4,4,0,0,0,717.611,52.49,4.05,103.6
2047,1,4,5,0,0,0,717.645,51.37,4.18,103.3
2047,1,4,6,0,0,0,717.71,49.95,4.2,104
2047,1,4,7,112.36,685.9,31.1,717.744,37.86,3.29,101.2
2047,1,4,8,367.43,948.92,46.9,717.692,30.65,1.57,78.5
2047,1,4,9,623.25,1037.84,56.95,717.57,26.31,1.59,70.5
2047,1,4,10,853.18,1086.93,63.26,717.406,17.97,2.38,235.5
2047,1,4,11,1046.44,1129.11,65.66,717.212,14.14,3.31,253.6
2047,1,4,12,1165.13,1136.67,72.1,717.06,14.7,4.54,261
2047,1,4,13,1199.15,1122.67,79.26,717.044,18.34,6.28,263.3
2047,1,4,14,1160.67,1092.52,90.9,717.028,21.53,8.28,264.5
2047,1,4,15,1081.37,1090.19,97.41,717.106,22.53,9.4,268
2047,1,4,16,903.85,1039.69,98.41,717.086,22.82,10.03,269.2
2047,1,4,17,685.79,981.55,92.65,716.903,23.04,10.53,268.7
2047,1,4,18,451.86,928.16,77.76,717.051,24.73,11.13,270.9
2047,1,4,19,192.92,752.23,53.67,717.175,34.59,9.96,273.1
2047,1,4,20,14.95,0,14.95,717.159,46.39,7.69,249.2
2047,1,4,21,0,0,0,717.283,47.98,6.62,214.6
2047,1,4,22,0,0,0,717.47,44.21,6.47,165.6
2047,1,4,23,0,0,0,717.729,39.31,6.89,178.2
2047,1,4,0,0,0,0,717.868,39.74,6.34,158.4
2047,1,5,1,0,0,0,718.15,38.6,5.71,133
2047,1,5,2,0,0,0,718.285,39.24,4.82,113.7
2047,1,5,3,0,0,0,718.461,39.59,4.09,95.4
2047,1,5,4,0,0,0,718.593,39.77,3.92,77.5
2047,1,5,5,0,0,0,718.49,39.97,4.08,75.9
2047,1,5,6,0,0,0,718.249,41.33,4.24,91.3
2047,1,5,7,109.51,636.81,35.55,717.924,29.79,4.2,115.4
2047,1,5,8,364.96,907.23,60.49,717.642,18.29,2.54,135.4
2047,1,5,9,614.36,893.59,128.44,717.526,16.61,1.4,163
2047,1,5,10,853.03,1066.44,79.55,717.553,14.97,1.38,192.4
2047,1,5,11,1049.42,1128.04,70.71,717.593,13.9,2.33,232
2047,1,5,12,1171.17,1139.63,75.9,717.604,15.76,3.64,254.4
